# nof_control_points  dimension  delta_t  T_period
84  3  0.04  0.8  6
# control_point_x  control_point_y  control_point_z
-113.9021         542.8        127.46
-239.7        438.41        151.12
-262.53        195.06         83.59
-276.61       86.7423           0.7
-139.81       -104.37          9.49
-83.71       -73.95        77.71
-23.139       -122.98         24.23
97.59       -175.03          4.99
191.67       -102.18         -1.62
294.31      -38.1584          0.38
387.91        263.63            12
217.79        613.32        -90.04
-142.551        582.91         55.76
-295.431        497.11          2.82
-368.42       324.818          9.73
-347.65      104.2297          42.9
-223.22        -200.2         22.22
-89.16       -250.61         68.56
-18.863       -225.52         52.89
127.9       -226.56        -49.07
206      -106.334         -2.22
274.26       -31.529         23.13
181.92        168.32        -29.43
95.9        366.69         28.98
-135.737        504.03         56.96
-210.559        443.74         25.26
-331.08       411.748         63.45
-370.87      21.48602        130.01
-247.09      -272.916         85.84
-169.111       -295.84        -33.66
-69.01       -261.99          -9.1
129.47       -244.48        -20.46
138.08       -105.58        -16.05
111.41      11.05225        -14.88
216.7        187.81          9.43
121.1        307.11         64.92
-92.274        484.49         115.5
-182.742        519.37        126.77
-278.12       295.369        190.57
-374.49      -59.9435         25.62
-253.58      -217.185         96.71
-33.292       -214.74        144.04
5.179       -87.85        97.38
88.81       -44.99        93.16
0.24        6.257        87.74
30.61      -8.4516        51.33
91.99        10.552         135.8
104.75        140.04         92.81
100           200             0
-143.62        357.53        -83.88
-260.59        301.96        -90.15
# control_point_x  control_point_y  control_point_z
-300          -100             0
-242.79        -66.24         86.82
-84.47       -166.66        -34.18
-3.7948       -175.13             4
0  0  0
0  0  0
23.68       -9.982        24.01
131.23       178.704         -3.49
118.36        251.92          0.47
-0.047        496.33        -99.94
-200           400             0
-353.47       233.807        -75.89
-306.57       -22.594        -73.71
-245.27       -191.91        -77.49
-151.996       -241.26        -31.23
-3.092       -218.62         11.08
86.32       -140.24          4.18
118.16        -87.55          4.49
189.26        20.925         -2.56
193.41       150.679         21.43
187.85        335.94         80.02
6.808        478.13            77
-194.194        275.07         -0.22
-278.66       174.639          9.94
-308.94        -1.669          6.12
-219.06       -118.55         27.08
-131.55        -283.9          27.5
-1.9652       -288.75          0.35
23.15       -120.78          92.2
95.32        -5.79          6.1
125.79        49.537          1.89
387.55         276.7          4.85
173.44        519.68       -233.52
-2.4409        621.86        106.58
-230.697        432.34        145.35
-295.95       233.805         23.99
-256.38        90.823         -4.65
-195         -98.9         94.84
-49.188        -93.86        112.36
12.859       -68.74        69.66
1.29       -54.63         0.53
50.68       -62.36         19.9
197.69      -39.0044         -1.02
337.04        212.47         15.99
164.98        494.05         -6.16
-63.951         492.6        -20.35
-190.609        365.85        -30.15
-265.34        216.78          1.62
-258.59       80.6989         29.05
-229.95      -230.225         88.02
-89.219       -228.06         38.38
-8.738       -221.69         48.96
120.91       -189.99        -42.72
160.54        -70.86        -24.49
262.63       -55.906         24.46
228.45        128.38          7.91
95.24        324.23          6.28
-143.732        410.54         59.79
-166.078         364.8         84.56
-290.49        333.03         32.71
-168.62      -1.06337         95.33
-108.44       -118.43         -4.84
-105.839       -125.05         28.72
-64.845       -159.23        -12.92
126.88       -218.09        -18.18
256.9      -232.947         81.21
446.77       105.408         69.61
361.88       324.522         53.03
204.4         441.2        196.32
42.166        565.14        185.92
-144.007        480.24        110.63
-206.57       203.414         99.81
-258.79      -48.6074        119.36
-69.4        -73.43        117.25
-29.647         -75.1        122.01
38.954       -55.56        75.74
92.35       -51.72        77.96
3.31        10.709        136.14
221.99       37.7815        148.89
198.87       100.307        146.54
200           200             0
100           300             0
-43.62        457.53        -83.88
-275.9       295.357           9.4
# control_point_x  control_point_y  control_point_z
-300             0             0
-195.51        -197.9         -1.46
-157.401       -255.74        -25.04
-1.1418       -261.13         -1.41
2.25       -64.32       -70.46
0  0  0
-7.87      -3.031        8.74
111.15        104.74         -0.29
69.47        120.67        -18.81
0           200             0
0           200             0
-195.88         99.17         -11.2
-297.15         -1.67         16.42
-205.76       -108.12         -9.34
-51.08       -267.66          7.07
0.254       -209.36          0.61
78.9       -165.49         22.11
119.44         -75.9          1.43
115.28        40.678             3
181.37       135.832         19.47
137.94        241.52        -39.57
52.1671        204.78         61.83
-101.98        160.55         35.04
-141.38       165.503          5.34
-216.3         6.252         -0.76
-209.92       -102.61         -5.43
-101.98       -280.67          -6.1
-2.0812       -285.59          0.31
14.91       -100.43         -5.78
105.05         -11.6          8.06
110.31         4.998         14.57
293.57        192.73          6.15
99.1        380.65        -86.44
-1.8478        415.46        109.85
-177.958        279.96         88.54
-207.21        139.23         33.01
-244.53      69.46985        -13.98
-196.73        -96.88         94.09
-55.121        -78.02        138.78
33.44       -115.42        127.39
0.75       -55.29         1.85
48.34       -63.71        17.95
106.12      -34.8534          16.4
223.06        209.38          12.2
198.24        400.65         -0.94
-99.282        357.51        -13.75
-108.745        324.57         16.22
-169.41        227.97         -1.01
-301.93         3.152          2.16
-307.33      -314.656         86.18
-198.888       -343.98         73.82
-66.635       -346.39        -34.53
127.36       -292.02          1.73
117.49      -129.469        -38.06
183.24       36.3822         38.43
136.31        134.73         13.54
101.75        244.39          7.84
-89.208         284.2          1.44
-139.941        244.67         79.14
-227.21        243.96         82.72
-178.09      -5.14231         94.65
-124.71      -194.049        -10.09
-108.957       -154.73         55.09
-51.655        -240.4        -17.82
127.68       -124.58        -33.33
209.97        -99.46          1.78
212.27      12.34741         58.33
262.76       229.519         50.84
115.63        326.07         71.35
30.754        456.06         97.86
-136.85         370.3         97.51
-166.5        167.03         57.68
-198.42     -77.17285        124.77
-83.62        -72.35        129.82
-19.807        -66.34        108.45
24.155        -59.9        91.33
-6.06       -39.54        57.13
14.17        8.415        85.93
90.47     -41.3828        88.89
100.15       102.283        149.93
157.53        212.03        132.28
0           300             0
-43.62        357.53        -83.88
-260.59        101.96        -90.15
# control_point_x  control_point_y  control_point_z
-300             0             0
-222.25       -164.21         -2.86
-146.29       -158.67         73.23
-0.2128       -274.36          0.11
0          -100             0
0  0  0
17.35        -9.48         6.65
105.49        104.16          2.13
61.55        112.11        -15.95
0           200             0
0           100             0
-133.31         130.6         38.02
-300.85        -4.192         -7.31
-218.11       -201.36        -44.21
-152.776       -244.57        -36.65
-1.884        -223.9          7.41
53.11       -171.29         45.28
90.63         5.95         8.21
99.97        1.216          0.4
117.83       144.608        -54.96
106.35        206.27         -1.11
47.1433        210.37         73.11
-107.21        176.34         90.75
-172.29        148.36         52.29
-212.64        -2.518          -3.5
-199.5       -112.92         28.14
-187.63       -188.98         -6.47
-1.8972       -286.61          0.25
23.08         1.96        -2.93
28.35        -5.92           18
30.8     -49.4404         9.33
225.54         78.42        -18.35
97.87        281.03        -77.42
-23.9801        358.97         21.52
-179.562        275.72          81.3
-151.87       222.218          57.8
-231.14      70.89531        -14.88
-166.37       -144.18        200.48
-61.007        -31.84        141.72
22.241       -115.35         129.4
31.74       -129.29         72.39
134.31        -58.85         18.84
122.17      -33.2464         12.81
195.46        184.63          4.68
146         371.9         43.67
-102.366        333.99        -23.22
-163.142         270.4         -4.78
-102.62        211.63          -1.7
-206.89        -6.285          2.71
-244.07      -239.236          96.1
-98.239       -305.33         11.62
-15.52       -316.78         45.33
69.08       -240.84          59.3
133.08        -82.59          4.46
166.42       40.9895         21.62
86.66        100.25        -13.62
20.64        114.78         17.62
-67.973        176.11        -16.13
-95.285        141.47        -33.27
-138.06        168.56         54.28
7.28     -12.8239       -12.11
-144.27      -143.739         52.29
-128.723       -244.37         58.25
-51.36       -433.28         81.94
220.98       -376.39         95.69
358.65      -334.217         80.36
389.49      -85.2705         80.59
282.95        137.96         62.02
130.11        174.42          86.4
2.074        229.34         22.74
-8.45        108.78          2.39
20.16       -24.29        57.22
-111.93        4.5461         74.54
-97.88      -121.501        105.23
-27.526       -133.41         78.64
5.448       -137.84         48.59
76.92       -174.12        204.66
141.54       -50.002         80.21
206.35     -26.07604        162.17
125.63        16.151        185.38
95.22        118.76        193.46
-20.456        196.02         140.2
-87.651        260.97          92.6
-215.32        160.64         47.11
# control_point_x  control_point_y  control_point_z
-200             0             0
-144.29        -99.91        -35.47
-149.456       -134.17        -52.04
-13.2508        -153.6        -32.16
0  0  0
0  0  0
-78.69       -2.076         7.43
45.57         45.9        50.48
43.46        77.75       -32.27
0           100             0
0           100             0
-160.39         62.21         20.92
-204.87        -1.215         -5.62
-192.09        -90.78         13.47
-68.11       -165.09        -15.19
-0.815       -114.41          5.19
79.93       -66.62        23.16
66.4        13.45       -19.11
2.42         0.73       -10.17
74.08        59.16       -61.63
112.13         188.5          9.63
7.166        265.57         77.27
-131.19        159.06         89.44
-153.66        111.72            65
-201.89         1.718         -0.11
-157.43        -62.62         17.52
-71.71       -161.65        -18.22
-11.3362       -110.99         14.63
18.95        -2.57        -6.41
-12.05        -7.06        12.15
5.35       10.039         10.4
216.97         86.91         -0.99
89.93        274.59        -83.15
-12.3871        363.21         14.33
-122.18        318.37          5.91
-197.01       236.385         25.73
-223.39      67.10151        -26.26
-164.11       -152.25        122.46
-23.776        -18.02        118.93
-22.311       -83.46        82.89
37.56       -146.32         69.55
82.45       -27.33        55.52
101.39      -40.1194         -2.68
170.12        143.92        -41.25
72.45        286.49        -14.63
-65.128         203.1        -20.29
-166.245        155.42        -29.55
-150.76         175.4        -54.67
-112.71         3.111            -2
-247.45      -172.183        -10.49
-78.964       -252.02        -14.48
-17.85       -275.33        -55.14
133.39       -204.28         -16.6
182.16        -99.89         -6.52
183.93       31.3573         20.11
88.33         1.41       -13.39
4.22        71.49        26.77
28.801        162.32        -20.48
-101.22         71.93        -11.04
-138.1        142.42        -41.31
-0.61      7.2265        4.03
-24.67       -20.51        20.63
2.015          8.2        20.83
-51.174       -39.44       -18.27
23.35       -158.88          4.31
213.9       -103.28          3.29
385.47       29.4131         90.93
285.7        156.99         235.8
127.42        257.19        301.29
14.929        324.31        273.32
-85.685        319.57        133.85
-71.56         95.6        89.04
-94.13        -7.17        56.97
-17.36        -8.91        49.84
26.613       -35.66        42.32
37.308         7.33          3.9
-6.81       -33.66        54.16
19.95      -25.719        48.38
125.68       46.9327           148
135.7       152.087         85.98
100           200             0
100           200             0
-143.62        257.53        -83.88
-60.59        201.96        -90.15
# control_point_x  control_point_y  control_point_z
-200             0             0
-147.43       -135.18        -39.62
-126.97        -180.4        -14.16
-0.0268       -273.42         -1.83
0          -100             0
0  0  0
-52.37       -5.434         -8.5
49.3        42.23        46.88
-16.1        48.47        14.36
0           100             0
0           100             0
-106.73         14.69         11.89
-200.18       -10.144        -31.36
-120.01       -105.95        -47.04
-74.96        -183.9         -34.8
0.06       -200.89         -0.14
61.64       -150.72        -45.91
97.99         3.89         6.45
14.07       -1.392        -3.42
65.48        85.46        19.87
29.88        128.46        -23.82
8.415        262.12         76.72
-103.12        109.16          2.53
-101.85          75.5         -9.56
-195.43        -3.997          -2.3
-85.28       -33.91        20.49
-99.55       -91.55        -0.83
-32.3102       -60.31        25.23
-21.56         8.37         7.76
-3.69       -16.31        -0.59
1.95       12.554         9.57
82.81        121.31          4.33
45.85         234.8        -10.68
-39.0981        292.81        -14.56
-125.677        219.58         12.86
-110.39        153.87         40.85
-181.49       52.2331        -18.22
-101.72       -123.72         73.57
14.004       -52.17        55.38
-14.801        -16.9        12.44
-16.82       -25.03         4.89
9.9       -27.62        54.99
97.48     -39.0734        -1.48
192.12         73.93          1.61
99.23        319.89        -59.74
-107.159        232.15        -19.16
-172.578         181.7          3.59
-126.95        143.12        -28.06
-135.19         -12.3          3.29
-236.52      -280.218        -47.14
-90.099       -295.18         23.39
-18.444       -299.21         44.06
140.97       -259.41         45.29
144.97      -119.105         80.33
164.19       42.8117         22.38
7.01        17.56       -10.44
23.27        37.78       -15.89
24.222        81.58        -7.45
-85.295        52.42       -15.61
-196.27        101.22          2.88
-23.52     -10.1481        22.51
-67.29       -74.04         5.46
-28.05       -51.55       -48.71
-50.708       -140.49         -18.4
115.75       -206.02        -15.91
293.52        -107.2          3.63
325.3       47.0503          6.78
207.26        161.55        205.74
127.93        202.33        291.07
-1.197        274.55         231.7
-70.048        302.52        109.91
-88.23        91.12        82.79
-123.01       -2.5209         92.74
-30.11       -22.11        84.34
21.415       -51.67        80.31
-27.044       -28.61         62.6
-15.27       -41.37        89.95
44.92      -48.743        66.02
86.62       -5.8789        166.03
200           100             0
200           200             0
100           200             0
-43.62        357.53        -83.88
-217.06       237.845         -5.06
# control_point_x  control_point_y  control_point_z
-200             0             0
-142.79        -66.24         86.82
-67.13       -96.07       -15.88
-0.0146       -213.49         -1.83
0  0  0
0  0  0
12.49       -4.998        -6.75
51.75        39.51        45.88
10.99        12.71         9.81
0           100             0
0           100             0
-138.66         35.92         35.89
-202.17        -3.519         14.03
-154.11        -93.93         -78.9
-61.4       -163.47         -7.71
0.018        -192.2         -0.97
55.8       -154.61        -54.28
109.83        -79.24         18.53
15.46       -1.021        -3.46
62.11         89.1        24.57
42.69        149.11        -12.52
13.253        176.42         72.22
-103.71         61.43         36.09
-103.21          97.2         -7.58
-116.6         5.645         -1.24
-40.1       -54.89        26.05
-33.44        -15.4       -58.07
-3.5722        55.19         6.18
-66.48        56.86       -29.02
-24.47        78.48          8.1
2.9       12.385         9.52
220.99         75.74        -17.86
106.51        277.72        -95.04
-19.5161         353.2         19.78
-164.145        265.21          76.9
-100.48        134.77         24.81
-150.5      -35.8548        -11.73
-133.57       -114.68         72.23
27.617       -45.41        60.01
28.964        -40.9        48.23
-23.02       -90.23        96.32
88.31        -26.4        31.67
96.44     -39.1134        -1.85
138.48         108.2          5.62
43.38        263.48         -1.72
-77.239        134.42        -16.18
-78.775        123.76         -1.66
-68.68        94.28       -39.28
-168.35       -14.408          1.87
-239.35      -261.011        -50.79
-109.789        -287.2        -79.42
-23.924       -296.44         -48.8
98.73       -253.15        -64.94
183.32        -97.62         -4.07
163.33       42.8547         22.41
18.22         19.3        -4.58
3.12        101.83         -3.56
11.055        79.25         -2.9
-3.383        80.14       -12.84
-66.06        90.54        -6.49
62.77     -33.9325        10.78
28.43        17.86        14.89
43.146        20.39       -36.87
-50.748       -140.12        -18.28
136.4         -73.9        -12.96
221.11      -152.744        -33.41
309.76       51.0248         -4.31
216.88        148.62        227.47
111.84        321.34        191.25
21.404         225.2        298.54
-129.248        265.15         92.45
-49.51        57.16        51.97
-15.15       4.1768        73.92
19.07        17.78        37.54
-35.038        -2.56        48.48
-27.6        -28.2        62.57
-5.46       -36.26        60.92
30.35      -68.504        62.98
116.22       -6.3064        135.73
248.25         77.66        131.03
205.11        238.28         99.17
0           200             0
-43.62        257.53        -83.88
-169.08         194.8         35.71
# control_point_x  control_point_y  control_point_z
-200             0             0
-63.46          -66         -0.6
-93.12       -89.71        -5.46
-14.9648       -95.09        15.54
100            0            0
0  0  0
-0.36        0.23       -0.29
-1.09        1.73       -0.34
-14.61       -57.69        13.11
-26.185       -28.62       -72.42
0  0  0
-31.33       -28.98        -9.15
-193.15          -0.3         14.55
-97.08         3.28        12.76
-7.43        -15.2        13.51
0.1317       -1.68       -0.17
-10.23       -32.66       -33.27
93.89         4.47        10.01
0.68      -0.651       -0.12
66.69         9.52        27.78
53.34        104.27         14.53
8.82         161.3         76.53
-6.79        134.34         13.79
-70.66        33.78        63.23
-105.17         1.064         -0.93
21.52       -14.16        51.96
11.15        28.15       -13.31
-4.5372         82.5         0.82
-54.53        58.25       -32.18
3.17        94.36         4.44
1.35       16.797         9.68
152.38         99.82        -52.88
155.27        244.85        -42.51
-19.8741        342.44         13.56
-125.44        226.15         15.09
-120.79        157.03         31.89
-159.25      -28.2502         -8.47
-107.65        -74.82        157.76
-48.194        -10.5        27.07
-25.505        -1.28        19.15
-6.18       -76.24         3.18
47.45        17.33         16.2
96.3     -39.0664        -1.75
137.51         95.38         -3.65
81.98        276.91          -8.2
-62.042        193.34        -24.98
-83.717        177.41          0.93
-117.35        140.19          1.24
-198.25          2.35         -0.83
-155.3      -180.966         -28.3
-95.672       -268.12         -2.85
-20.581       -271.31        -49.58
106.01        -155.8        -70.86
90.83      -115.884        -32.41
160.31       42.5938         21.97
-11.47         2.56       -12.99
2.17        39.84          5.3
-39.523        129.21          68.8
-9.234        132.43          17.3
-83.69        90.24         -3.4
-24.07     -8.53092        22.48
-19.59       -21.76        11.55
1.252         7.08        21.08
39.541         41.8        -11.3
14.11       -59.98         5.71
71.16       -85.91        -32.8
226.27       46.7975           1.5
219.2        172.99        142.63
160.84        301.46        163.16
-3.209        292.41        291.98
-178.828        325.28        144.11
-54.82         76.04        173.71
-98.83     -40.8238        62.01
-11.21         6.23        56.83
-49.517       -15.22        52.21
6.304         13.2        23.08
-26.6       -20.55        14.97
10.84        3.629        65.68
95.84       2.2704        96.45
136.55        77.885        118.52
200           200             0
0           200             0
-43.62        257.53        -83.88
-60.59        101.96        -90.15
# control_point_x  control_point_y  control_point_z
-100             0             0
14.77        -38.8         2.64
-26.72       -16.63       -58.72
-21.5748        10.13        13.97
100            0            0
0  0  0
-41.29     -16.1934       -25.04
13.5        14.85        14.64
-39.99       -80.01       -39.19
0  0  0
15.59       -34.89       -80.64
-28.44        18.97        12.34
-189.16         2.409          22.1
-21.4        -5.65       -48.72
-17.99        23.07        16.71
0.9175        72.12        12.59
-16.01       -33.58        -9.09
44.82         3.26         4.86
2.86       0.646        0.37
47.99         3.57        56.72
29.71        27.91        -33.3
-12.599        82.83       -24.22
-90.51        25.68        19.16
-89.18        75.46         -5.4
-2.02      -4.622       -3.33
30.51        -3.43        54.02
-0.04        1.08       -0.03
-1.8682        12.12         0.25
-16.43        38.93         9.94
-24.63        -4.25        -9.55
-39.49       54.008        13.65
-11.18        28.04         0.74
28.69         2.53       -12.83
-24.8941        127.97         19.96
-26.63        43.33        23.38
2.6        46.05         39.9
14.96     -24.4342        -0.49
-20.84       -23.05        86.05
-4.416        3.98       -5.21
-7.226        1.46       -4.17
-3.82        17.22         7.82
-10.16         0.94        -1.11
-4.22     -35.6834         1.82
62.17         45.9        -7.27
96.05        112.76        -17.39
-4.005        56.96       -22.46
1.927         29.3        20.23
-45.79        18.28        -8.52
0.47      -0.525       -0.37
-99.17       -101.56          6.61
9.714       -127.27         39.54
8.855       -197.06        -42.79
29.65       -97.35         0.33
5.16       -56.94        15.88
-38.61      -32.096        23.13
-111.61       -102.45         -11.4
-91.8       -80.34        -1.97
31.223       -40.27       -17.29
-9.017       -76.44        13.07
-33.1        30.06       -52.74
-81.96     -3.92388        -8.76
-4.55       -6.77        2.52
-12.303       -26.36        23.17
45.539       -47.22       -16.07
19.89        -9.08       -20.41
-14.8        11.37        -3.02
-1.13       45.025        -19.1
14.82       -18.34        11.99
8.17        107.13          5.89
-49.529        210.59        192.45
-61.042        188.21          99.9
-51.63         61.31        122.11
-134.85        5.0096         88.75
-9.73       -10.85        91.23
-1.354        -3.39        14.03
41.368         5.33         5.37
-12.8       -14.72         7.33
-100            0            0
-20.62     -31.2899       -49.37
20.49       14.937        32.64
0           100             0
0          100            0
-143.62        157.53        -83.88
-60.59        201.96        -90.15
# control_point_x  control_point_y  control_point_z
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
0  0  0
